Code,Food name in English,Food name in French,BiblioID/Source,Scientific name,FoodEx2 Code,FoodEx2 Description,Exact Match (Yes/No),Comments
10_002,"Milk, cow, powder, whole, unfortified","Lait, de vache, en poudre, entier, non enrichi","4E(Milk, cow, powder, whole / Lait de vache, en poudre, entier), 11E(Milk, powder, whole / Laid en poudre entier), AU14(09A30026), SA10(2721), US28(01090)",,A02PK#F27.A02LV$F10.A0F6D,"Milk powder, full fat, SOURCE-COMMODITIES = Cow milk, QUALITATIVE-INFO = Not fortified",Yes,
10_013,"Milk, cow, reduced fat, 1.5–2% fat","Lait, de vache, partiellement écrémé, 1.5–2% de mat. grasse","2B(19042; 19041), 3B(Semi-skimmed milk / Laid 1/2 écrémé en bouteille), SA10(2772), SA1024, SA1029, US28(01079), 10_001",Bos taurus,A02MA#F07.A06ZC,"Cow milk, skimmed (low fat), FAT-CONTENT = 1.7 % fat",Yes,
10_014,"Milk, cow, skimmed, 0.5% fat","Lait, de vache, écrémé, 0.5% de mat. grasse","4E(Milk, cow, liquid, skimmed / Lait de vache, liquide, écrémé), AU14(09A10188), SA10(2775), SA1024, UK7(12-307; 12-554), US28(01085), 10_001",Bos taurus,A02MA#F07.A06YN,"Cow milk, skimmed (low fat), FAT-CONTENT = 0.5 % fat",Yes,
10_022,"Milk, cow, whole, fermented","Lait, de vache, entier, fermenté","3B(Curdled whole cow milk / Lait caillé entier de vache), 11E(Cowmilk, curd / Lait caillé), 12R, AU14(09A10185), IN17(L002), SGS, SA10(2787), SA1012, UK7(12-320), US28(01211)",,A0C69#F27.A02LV$F10.A077A,"Fermented milk products, SOURCE-COMMODITIES = Cow milk, QUALITATIVE-INFO = Full fat",Yes,Specific information on Human milk (Colostrum type) is missing
10_001,"Milk, cow, whole, pasteurized or UHT, 3.5% fat","Lait, de vache, entier, pasteurisé ou stérilisé UHT, 3.5% de mat. grasse","2P(287), IN17(L002), SA10(2718), SA1029, SGS, 10_029",Bos taurus,A02LY#F28.A07HV$F28.A07HY$F07.A06ZY,"Cow milk, whole, PROCESS = Pasteurisation, PROCESS = UHT, FAT-CONTENT = 3.5 % fat",Yes,
10_029,"Milk, cow, whole, raw, 4.5% fat","Lait, de vache, entier, cru, 4.5% de mat. grasse","1G(CF), 2P(284; 285), 3B(Milk, cow, fresh / Lait frais de vache), 4E(Milk, cow, liquid, whole / Lait frais entier), 7B(Milk, fresh, whole / Lait frais entier), 8R, 11E(Milk, cow, fresh / Laid de vache frais), 13R, CTA(132), IN17(L002), P2013, SA10(2718), 10_001",Bos taurus,A02LY#F28.A07HS$F07.A070J,"Cow milk, whole, PROCESS = Raw, no heat treatment, FAT-CONTENT = 4.5 % fat",Yes,
10_003,"Milk, goat, fresh","Lait, de chèvre, frais","3B(Milk, goat, whole / Lait entier frais de chèvre), 136mBIO, 142mBIO, AU14(09A10187), CTA(128), SA1024, UK7(12-328), US28(01106)",Capra hircus,A02MB#F10.A166Y,"Goat milk, QUALITATIVE-INFO = Fresh",Yes,"Source ""Goat OR sheep"" missing"
10_024,"Milk, sheep or goat, fermented","Lait, de brebis ou de chèvre, fermenté","3B(Curdled whole ewe milk / Lait caillé de brebis entier; Curdled whole goat milk / Lait caillé entier de chèvre), AU14(09A10187), UK7(12-328; 12-329), US28(01106; 01109), 10_003, 10_023",,A0C69#F27.A02MC$F27.A02MB,"Fermented milk products, SOURCE-COMMODITIES = Sheep milk, SOURCE-COMMODITIES = Goat milk",No,
10_023,"Milk, sheep, fresh","Lait, de brebis, frais","2B(19100), 3B(Whole fresh ewe milk / Lait frais de brebis entier), UK7(12-329), US28(01109)",,A02MC#F10.A166Y,"Sheep milk, QUALITATIVE-INFO = Fresh",Yes,
10_026,"Yoghurt, from reduced fat/skimmed cow's milk, sweetened/with fruit","Yaourt, de lait de vache partiellement écrémé, sucré/avec fruits","2B(19609), SA1024, SA1029, SA10(2732; 2756), US28(01120), 10_001",,A02NF#F04.A04RK$F08.A0BY6$F10.A077H,"Yoghurt, cow milk, INGREDIENT = Fruit used as fruit, SWEETENING-AGENT = Sugars and similar, QUALITATIVE-INFO = Skimmed",Yes,
10_025,"Yoghurt, plain, from reduced fat/skimmed cow's milk","Yaourt, de lait de vache partiellement écrémé, nature","12R, SA10(2734), SA1024, UK7(12-379), US28(01117), 10_001",,A02NG#F10.A077H,"Yoghurt, cow milk, plain, QUALITATIVE-INFO = Skimmed",Yes,
10_005,"Yoghurt, plain, from whole cow's milk","Yaourt, de lait de vache entier, nature","3B(Yoghurt whole / Yaourt entier), 4E(Yoghurt, whole / Yaourt, entier), 12R, AU14(09C10093), IN17(L002), P2013, US28(01116), 10_025, 10_001",,A02NG#F10.A077A,"Yoghurt, cow milk, plain, QUALITATIVE-INFO = Full fat",Yes,
11_011,"Butter, from cow's milk, salted","Beurre, de lait de vache, salé","1P(43), 11E(Butter / Beurre), 16V(199), AU14(04A10074), UK7(17-685), US28(01001)",,A039C#F04.A042P,"Butter, INGREDIENT = Salt",Yes,
11_001,"Butter, from cow's milk, unsalted","Beurre, de lait de vache, doux","1P(43), 11E(Butter / Beurre), 16V(199), AU14(04A10076), UK7(17-661), US28(04415)",,A039C#F10.A0CQE,"Butter, QUALITATIVE-INFO = Without added salt",Yes,
11_002,"Coconut oil, unfortified","Huile de coco, non enrichie","1P(44), 2P(308), 4E(Coconut oil / Huile de coco), AU14(04C10100), UK7(17-031), US28(04047)",Cocos nucifera,A037M#F10.A0F6D,"Coconut oil/fat, QUALITATIVE-INFO = Not fortified",Yes,
11_018,"Coconut oil, fortified with vitamin A, 600–1000 mcg/100g (Ghana, Nigeria, Sierra Leone)","Huile de coco, enrichie en vitamine A, 600–1000 mcg/100g (Ghana, Nigéria, Sierra Leone)","1P(44), 2P(308), 4E(Coconut oil / Huile de coco), AU14(04C10100), FORT07, FORT11, FORT16, FORT19, UK7(17-031), US28(04047)",Cocos nucifera,A037M#F09.A0EXZ,"Coconut oil/fat, FORTIFICATION-AGENT = Vitamin A     (retinol, carotenoids)",No,
11_017,"Coconut oil, fortified with vitamin A, 1100–2400 mcg/100g (Benin, Burkina Faso, Côte d'Ivoire, Guinea, Guinea-Bissau, Liberia, Mali, Niger, Senegal, Togo)","Huile de coco, enrichie en vitamine A, 1100–2400 mcg/100g (Bénin, Burkina Faso, Côte d’Ivoire, Guinée, Guinée-Bissau, Libéria, Mali, Niger, Sénégal, Togo)","1P(44), 2P(308), 4E(Coconut oil / Huile de coco), AU14(04C10100), FORT15, FORT17, FORT19, UK7(17-031), US28(04047)",Cocos nucifera,A037M#F09.A0EXZ,"Coconut oil/fat, FORTIFICATION-AGENT = Vitamin A     (retinol, carotenoids)",No,
11_013,"Corn (maize) oil, unfortified","Huile de maïs, non enrichie","AU14(04C10095), SGS, UK7(17-033), US28(04518)",Zea mays,A036Y#F10.A0F6D,"Maize oil, edible, QUALITATIVE-INFO = Not fortified",Yes,
11_033,"Corn (maize) oil, fortified with vitamin A, 600–1000 mcg/100g (Ghana, Nigeria, Sierra Leone)","Huile de maïs, enrichie en vitamine A, 600–1000 mcg/100g (Ghana, Nigéria, Sierra Leone)","AU14(04C10095), FORT07, FORT11, FORT16, FORT19, SGS, UK7(17-033), US28(04518)",Zea mays,A036Y#F09.A0EXZ,"Maize oil, edible, FORTIFICATION-AGENT = Vitamin A     (retinol, carotenoids)",No,
11_032,"Corn (maize) oil, fortified with vitamin A, 1100–2400 mcg/100g (Benin, Burkina Faso, Côte d'Ivoire, Guinea, Guinea-Bissau, Liberia, Mali, Niger, Senegal, Togo)","Huile de maïs, enrichie en vitamine A, 1100–2400 mcg/100g (Bénin, Burkina Faso, Côte d’Ivoire, Guinée, Guinée-Bissau, Libéria, Mali, Niger, Sénégal, Togo)","AU14(04C10095), FORT15, FORT17, FORT19, SGS, UK7(17-033), US28(04518)",Zea mays,A036Y#F09.A0EXZ,"Maize oil, edible, FORTIFICATION-AGENT = Vitamin A     (retinol, carotenoids)",No,
11_005,"Cottonseed oil, yellow brown, unfortified","Huile de graine de coton, jaune brun, non enrichie","KA2003, UK7(17-034), US28(04502)",Gossypium spp.,A036Z#F10.A0F6D$F10.A0F5H$F10.A0F5K,"Cotton seed oil, edible, QUALITATIVE-INFO = Not fortified, QUALITATIVE-INFO = Yellow, QUALITATIVE-INFO = Brown",Yes,
11_020,"Cottonseed oil, fortified with vitamin A, 600–1000 mcg/100g (Ghana, Nigeria, Sierra Leone)","Huile de graine de coton, enrichie en vitamine A, 600–1000 mcg/100g (Ghana, Nigéria, Sierra Leone)","FORT07, FORT11, FORT16, FORT19, KA2003, UK7(17-034), US28(04502)",Gossypium spp.,A036Z#F09.A0EXZ,"Cotton seed oil, edible, FORTIFICATION-AGENT = Vitamin A     (retinol, carotenoids)",No,
11_019,"Cottonseed oil, fortified with vitamin A, 1100–2400 mcg/100g (Benin, Burkina Faso, Côte d'Ivoire, Guinea, Guinea-Bissau, Liberia, Mali, Niger, Senegal, Togo)","Huile de graine de coton, enrichie en vitamine A, 1100–2400 mcg/100g (Bénin, Burkina Faso, Côte d’Ivoire, Guinée, Guinée-Bissau, Libéria, Mali, Niger, Sénégal, Togo)","FORT15, FORT17, FORT19, KA2003, UK7(17-034), US28(04502)",Gossypium spp.,A036Z#F09.A0EXZ,"Cotton seed oil, edible, FORTIFICATION-AGENT = Vitamin A     (retinol, carotenoids)",No,
11_003,"Groundnut oil, unfortified","Huile d’arachide, non enrichie","1E, 1G(VK), 2B(17040), 2P(309), 4E(Groundnut oil / Huile d'arachide), 16V(200), AU14(04C10092), UK7(17-040), US28(04042)",Arachis hypogaea,A037A#F10.A0F6D,"Peanut oil, edible, QUALITATIVE-INFO = Not fortified",Yes,
11_021,"Groundnut oil, fortified with vitamin A, 1100–2400 mcg/100g (Benin, Burkina Faso, Côte d'Ivoire, Guinea, Guinea-Bissau, Liberia, Mali, Niger, Senegal, Togo)","Huile d’arachide, enrichie en vitamine A, 1100–2400 mcg/100g (Bénin, Burkina Faso, Côte d’Ivoire, Guinée, Guinée-Bissau, Libéria, Mali, Niger, Sénégal, Togo)","1E, 1G(VK), 2B(17040), 2P(309), 4E(Groundnut oil / Huile d'arachide), 16V(200), AU14(04C10092), FORT15, FORT17, FORT19, UK7(17-040), US28(04042)",Arachis hypogaea,A037A#F09.A0EXZ,"Peanut oil, edible, FORTIFICATION-AGENT = Vitamin A     (retinol, carotenoids)",No,
11_022,"Groundnut oil, fortified with vitamin A, 600–1000 mcg/100g (Ghana, Nigeria, Sierra Leone)","Huile d’arachide, enrichie en vitamine A, 600–1000 mcg/100g (Ghana, Nigéria, Sierra Leone)","1E, 1G(VK), 2B(17040), 2P(309), 4E(Groundnut oil / Huile d'arachide), 16V(200), AU14(04C10092), FORT07, FORT11, FORT16, FORT19, UK7(17-040), US28(04042)",Arachis hypogaea,A037A#F09.A0EXZ,"Peanut oil, edible, FORTIFICATION-AGENT = Vitamin A     (retinol, carotenoids)",No,
11_029,"Margarine, fortified with vitamin A and D (Nigeria)","Margarine, enrichie en vitamines A et D (Nigéria)","AU14(04B20079), FORT16, US28(04610)",,A0F1G#F09.A0EXZ$F09.A0EXM,"Margarines and similar, FORTIFICATION-AGENT = Vitamin A     (retinol, carotenoids), FORTIFICATION-AGENT = Vitamin D (cholecalciferol, ergocalciferol)",Yes,
11_006,"Margarine, fortified with vitamin A","Margarine, enrichie en vitamine A","AU14(04B20079), FORT16, US28(04610)",,A0F1G#F09.A0EXZ,"Margarines and similar, FORTIFICATION-AGENT = Vitamin A     (retinol, carotenoids)",Yes,
11_012,"Palm kernel oil, unfortified","Huile de noix de palme, non enrichie","1P(41), NG1037, US28(04513; 04656)",Elaeis guineensis,A037P#F10.A0F6D,"Palm kernel oil, edible, QUALITATIVE-INFO = Not fortified",Yes,Fortification range information missing
11_026,"Palm kernel oil, fortified with vitamin A, 600–1000 mcg/100g (Ghana, Nigeria, Sierra Leone)","Huile de noix de palme, enrichie en vitamine A, 600–1000 mcg/100g (Ghana, Nigéria, Sierra Leone)","1P(41), FORT07, FORT11, FORT16, FORT19, NG1037, US28(04513; 04656)",Elaeis guineensis,A037P#F09.A0EXZ,"Palm kernel oil, edible, FORTIFICATION-AGENT = Vitamin A     (retinol, carotenoids)",No,Fortification range information missing
11_025,"Palm kernel oil, fortified with vitamin A, 1100–2400 mcg/100g (Benin, Burkina Faso, Côte d'Ivoire, Guinea, Guinea-Bissau, Liberia, Mali, Niger, Senegal, Togo)","Huile de noix de palme, enrichie en vitamine A, 1100–2400 mcg/100g (Bénin, Burkina Faso, Côte d’Ivoire, Guinée, Guinée-Bissau, Libéria, Mali, Niger, Sénégal, Togo)","1P(41), FORT15, FORT17, FORT19, NG1037, US28(04513; 04656)",Elaeis guineensis,A037P#F09.A0EXZ,"Palm kernel oil, edible, FORTIFICATION-AGENT = Vitamin A     (retinol, carotenoids)",No,Fortification range information missing
11_004,"Palm oil, red","Huile de palme, rouge","1E, 1G(VH), 1M(253), 1P(40), 2P(311), 4E(Palm oil / Huile de palme), 16V(204), KA2003, UK7(17-039), US28(04055)",Elaeis guineensis,A037N#F10.A0F2S,"Palm oil/fat, QUALITATIVE-INFO = Red",Yes,Fortification range information missing
11_007,"Palm oil, refined and decoloured, unfortified","Huile de palme, raffinée et décolorée, non enrichie","Ka2003, UK7(17-039), US28(04055)",Elaeis guineensis,A037P#F28.A0BZT$F10.A0F6D,"Palm kernel oil, edible, PROCESS = Refining, QUALITATIVE-INFO = Not fortified",Yes,Fortification range information missing
11_024,"Palm oil, refined and decoloured, fortified with vitamin A, 600–1000 mcg/100g (Ghana, Nigeria, Sierra Leone)","Huile de palme, raffinée et décolorée, enrichie en vitamine A, 600–1000 mcg/100g (Ghana, Nigéria, Sierra Leone)","FORT07, FORT11, FORT16, FORT19, Ka2003, UK7(17-039), US28(04055)",Elaeis guineensis,A037P#F28.A0BZT$F09.A0EXZ,"Palm kernel oil, edible, PROCESS = Refining, FORTIFICATION-AGENT = Vitamin A     (retinol, carotenoids)",No,Fortification range information missing
11_023,"Palm oil, refined and decoloured, fortified with vitamin A, 1100–2400 mcg/100g (Benin, Burkina Faso, Côte d'Ivoire, Guinea, Guinea-Bissau, Liberia, Mali, Niger, Senegal, Togo)","Huile de palme, raffinée et décolorée, enrichie en vitamine A, 1100–2400 mcg/100g (Bénin, Burkina Faso, Côte d’Ivoire, Guinée, Guinée-Bissau, Libéria, Mali, Niger, Sénégal, Togo)","FORT15, FORT17, FORT19, Ka2003, UK7(17-039), US28(04055)",Elaeis guineensis,A037P#F28.A0BZT$F09.A0EXZ,"Palm kernel oil, edible, PROCESS = Refining, FORTIFICATION-AGENT = Vitamin A     (retinol, carotenoids)",No,"Fortification range information missing, decolouring process information missing"
11_008,"Shea butter, white","Beurre de karité, blanc","1P(42), 2P(310), MEGNIA, US28(04536)",Butyrospermum parkii,A0F5Z#F10.A0F2R,"Shea butter, QUALITATIVE-INFO = White",Yes,"Fortification range information missing, decolouring process information missing"
11_009,"Soya oil, unfortified","Huile de soja, non enrichie","AU14(04C10099), Ka2003, SGS, UK7(17-044), US28(04044)",Glycine max,A036X#F10.A0F6D,"Soya bean oil, refined, QUALITATIVE-INFO = Not fortified",Yes,Fortification range information missing
11_027,"Soya oil, fortified with vitamin A, 1100–2400 mcg/100g (Benin, Burkina Faso, Côte d'Ivoire, Guinea, Guinea-Bissau, Liberia, Mali, Niger, Senegal, Togo)","Huile de soja, enrichie en vitamine A, 1100–2400 mcg/100g (Bénin, Burkina Faso, Côte d’Ivoire, Guinée, Guinée-Bissau, Libéria, Mali, Niger, Sénégal, Togo)","AU14(04C10099), FORT15, FORT17, FORT19, Ka2003, SGS, UK7(17-044), US28(04044)",Glycine max,A036X#F09.A0EXZ,"Soya bean oil, refined, FORTIFICATION-AGENT = Vitamin A     (retinol, carotenoids)",No,Fortification range information missing
11_028,"Soya oil, fortified with vitamin A, 600–1000 mcg/100g (Ghana, Nigeria, Sierra Leone)","Huile de soja, enrichie en vitamine A, 600–1000 mcg/100g (Ghana, Nigéria, Sierra Leone)","AU14(04C10099), FORT07, FORT11, FORT16, FORT19, Ka2003, SGS, UK7(17-044), US28(04044)",Glycine max,A036X#F09.A0EXZ,"Soya bean oil, refined, FORTIFICATION-AGENT = Vitamin A     (retinol, carotenoids)",No,Fortification range information missing
11_016,"Sunflower oil, unfortified","Huile de tournesol, non enrichie","AU14(04C10098), UK7(17-045), US28(04506)",Helianthus annuus,A037D#F10.A0F6D,"Sunflower seed oil, edible, QUALITATIVE-INFO = Not fortified",Yes,Fortification range information missing
11_035,"Sunflower oil, fortified with vitamin A, 600–1000 mcg/100g (Ghana, Nigeria, Sierra Leone)","Huile de tournesol, enrichie en vitamine A, 600–1000 mcg/100g (Ghana, Nigéria, Sierra Leone)","AU14(04C10098), FORT07, FORT11, FORT16, FORT19, UK7(17-045), US28(04506)",Helianthus annuus,A037D#F09.A0EXZ,"Sunflower seed oil, edible, FORTIFICATION-AGENT = Vitamin A     (retinol, carotenoids)",No,
11_034,"Sunflower oil, fortified with vitamin A, 1100–2400 mcg/100g (Benin, Burkina Faso, Côte d'Ivoire, Guinea, Guinea-Bissau, Liberia, Mali, Niger, Senegal, Togo)","Huile de tournesol, enrichie en vitamine A, 1100–2400 mcg/100g (Bénin, Burkina Faso, Côte d’Ivoire, Guinée, Guinée-Bissau, Libéria, Mali, Niger, Sénégal, Togo)","AU14(04C10098), FORT15, FORT17, FORT19, UK7(17-045), US28(04506)",Helianthus annuus,A037D#F09.A0EXZ,"Sunflower seed oil, edible, FORTIFICATION-AGENT = Vitamin A     (retinol, carotenoids)",No,Fortification range information missing
11_015,"Oil, from cow's milk butter (ghee)","Beurre clarifié, de vache (ghee)","AU14(04A10077), UK7(17-640), US28(01003)",,A038Y,Ghee,Yes,Fortification range information missing
11_014,Olive oil,Huile d’olive,"AU14(04C10094), UK7(17-038), US28(04053)",Olea europaea,A036P,Olive oils,Yes,Fortification range information missing
11_010,"Vegetable oil, unfortified","Huile végétale, non enrichie","AU14(04C10095; 04C10092; 04C10098), Ka2003, SA10(3486), UK7(17-033; 17-040; 17-045), US28(04518; 04042; 04506)",,A036N#F10.A0F6D,"Vegetable fats and oils, edible, QUALITATIVE-INFO = Not fortified",Yes,Fortification range information missing
11_031,"Vegetable oil, fortified with vitamin A, 600–1000 mcg/100g (Ghana, Nigeria, Sierra Leone)","Huile végétale, enrichie en vitamine A, 600–1000 mcg/100g (Ghana, Nigéria, Sierra Leone)","AU14(04C10095; 04C10092; 04C10098), FORT07, FORT11, FORT16, FORT19, Ka2003, SA10(3486), UK7(17-033; 17-040; 17-045), US28(04518; 04042; 04506)",,A036N#F09.A0EXZ,"Vegetable fats and oils, edible, FORTIFICATION-AGENT = Vitamin A     (retinol, carotenoids)",No,Fortification range information missing
11_030,"Vegetable oil, fortified with vitamin A, 1100–2400 mcg/100g (Benin, Burkina Faso, Côte d'Ivoire, Guinea, Guinea-Bissau, Liberia, Mali, Niger, Senegal, Togo)","Huile végétale, enrichie en vitamine A, 1100–2400 mcg/100g (Bénin, Burkina Faso, Côte d’Ivoire, Guinée, Guinée-Bissau, Libéria, Mali, Niger, Sénégal, Togo)","AU14(04C10095; 04C10092; 04C10098), FORT15, FORT17, FORT19, Ka2003, SA10(3486), UK7(17-033; 17-040; 17-045), US28(04518; 04042; 04506)",,A036N#F09.A0EXZ,"Vegetable fats and oils, edible, FORTIFICATION-AGENT = Vitamin A     (retinol, carotenoids)",No,Fortification range information missing
12_001,"Beer, European (4.6% v/v alcohol)","Bière, européenne (4.6% d’alcool)","AU14(01A10082), SA10(4031), US28(14003)",,A03ME#F11.A079Q,"Beer, regular, ALCOHOL-CONTENT = 4.6 % alcohol v/v",No,European type of beer information missing 
12_020,"Beer, European (>6% v/v alcohol)","Bière, européenne (>6% d’alcool)","AU14(01A10079), GH1063, SA10(4048), US28(14251; 14003)",,A03MD,"Beer, strong",No,
12_002,"Beer, maize (ca. 3% v/v alcohol)","Bière, de maïs (env. 3% d’alcool)","FAO(1562), SA10(4039), US28(14003), 12_004",,A03MB#F04.A000T$F11.A078Y,"Beer, INGREDIENT = Maize grain, ALCOHOL-CONTENT = 3 % alcohol v/v",Yes,
12_003,"Beer, millet (ca. 3% v/v alcohol)","Bière, de mil (env. 3% d’alcool)","FAO(1564), GH1046, SA10(4039), 12_004",,A03MB#F04.A000Y$F11.A078Y,"Beer, INGREDIENT = Common millet and similar-, ALCOHOL-CONTENT = 3 % alcohol v/v",Yes,
12_004,"Beer, sorghum (ca. 3% v/v alcohol)","Bière, de sorgho (env. 3% d’alcool)","12B(Sorghum beer / Bière de sorgho filtré), FAO(1565), GH1046, SA10(4039), US28(14003)",,A03MB#F04.A001L$F11.A078Y,"Beer, INGREDIENT = Sorghum grain, ALCOHOL-CONTENT = 3 % alcohol v/v",Yes,
12_024,"Carbonated drink (e.g. Coca-Cola, Sprite)","Boissons gazeuses (ex : coca-cola, sprite)","AU14(01B20508), US28(14148; 14145; 14150)",,A03FQ,Cola-type drinks,Yes,
12_023,Coconut water,Eau de coco,"1B(18011), 2P(104), AU14(11B10212), CTA(266), IN17(K002), US28(12119)",Cocos nucifera,A0F4S,Coconut water,Yes,
12_005,"Coffee, instant, powder","Café, instantané, en poudre","2B(18005), AU14(01B10303), UK7(17-158), US28(14214)",,A03GQ,Instant coffee powder,Yes,
12_009,"Coffee, liquid","Café, liquide","AU14(01B10301), DK2(117), SA10(4037), US28(14215)",,A03KA,Coffee beverages,Yes,
12_012,"Juice, canned or bottled, sweetened (e.g. apple)","Jus, en boîte ou en bouteille, sucre ajouté (ex: de pomme)","DK2(194), US28(09016)",,A0BX9#F28.A0BYP$F10.A077J,"Fruit / vegetable juices and nectars, PROCESS = Canning / jarring, QUALITATIVE-INFO = With added sugar",Yes,
12_013,"Juice, canned or bottled, unsweetened (e.g. grapefruit)","Jus, en boîte ou en bouteille, sans sucre ajouté (ex: de pamplemousse)","AU14(01B30324), DK2(275)",,A0BX9#F28.A0BYP$F10.A077K,"Fruit / vegetable juices and nectars, PROCESS = Canning / jarring, QUALITATIVE-INFO = Without added sugar",Yes,
