Code,Food name in English,Food name in French,BiblioID/Source,Scientific name,FoodEx2 Code,FoodEx2 Description,Exact Match (Yes/No),Comments
04_016,"Hibiscus, leaves, fresh, raw","Oseille de Guinée, feuilles, fraîches, crues","1G(BS), 6B, 9B, 10E, 11E(Guinean sorrel, leaves, raw / Oseille de guinée, feuille, crue), 12B(332), BF1023, FAO(793), IN17(C022;C023), TK2004",Hibiscus sabdariffa,A00MF#F28.A07HS$F10.A166Y,"Roselle leaves, PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = Fresh",Yes,
04_117,"Hibiscus, leaves, fresh, boiled* (as part of a recipe)","Oseille de Guinée, feuilles, fraîches, bouillies* (ingrédient de recette)",calc. from / de 04_016,Hibiscus sabdariffa,A00MF#F28.A07GL$F10.A166Y,"Roselle leaves, PROCESS = Boiling, QUALITATIVE-INFO = Fresh",Yes,
04_056,"Hibiscus, leaves, fresh, boiled* (without salt), drained","Oseille de Guinée, feuilles, fraîches, bouillies* (sans sel), égouttées",calc. from / de 04_016,Hibiscus sabdariffa,A00MF#F28.A07GL$F10.A166Y$F10.A0CQE,"Roselle leaves, PROCESS = Boiling, QUALITATIVE-INFO = Fresh, QUALITATIVE-INFO = Without added salt",Yes,
04_075,"Jute mallow (bush-okra), leaves, dried","Corète potagère, feuilles, séchées","1M(378), BF1023, 04_038",Corchorus spp.,A00ZQ#F27.A16QM,"Dried vegetables, SOURCE-COMMODITIES = Jew's mallow leaves",Yes,Flesh-related color missing. It was added as qualitative info
04_038,"Jute mallow (bush-okra), leaves, fresh, raw","Corète potagère, feuilles, fraîches, crues","2P(122), 4P, 10E, BF1023, BF1071, dp10BIO, FAO(676), GH1011, IN17(average of all green leafy vegetables), KEN18(004018), MA1018, SA1003, SGS, TK2004, ve8BIO, SA1003, ve53BIO, ve60BIO, US28(11231)",Corchorus spp.,A16QM#F28.A07HS$F10.A166Y,"Jew's mallow leaves, PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = Fresh",Yes,Flesh-related color missing. It was added as qualitative info
04_107,"Jute mallow (bush-okra), leaves, fresh, boiled* (as part of a recipe)","Corète potagère, feuilles, fraîches, bouillies* (ingrédient de recette)",calc. from / de 04_038,Corchorus spp.,A16QM#F28.A07GL$F10.A166Y,"Jew's mallow leaves, PROCESS = Boiling, QUALITATIVE-INFO = Fresh",Yes,
04_039,"Jute mallow (bush-okra), leaves, fresh, boiled* (without salt), drained","Corète potagère, feuilles, fraîches, bouillies* (sans sel), égouttées",calc. from / de 04_038,Corchorus spp.,A16QM#F28.A07GL$F10.A0CQE,"Jew's mallow leaves, PROCESS = Boiling, QUALITATIVE-INFO = Without added salt",Yes,
04_040,"Lettuce, raw","Laitue, crue","2P(137), 10E, CTA(200), IN17(C025), SA10(3723)",Lactuca sativa,A00KX#F28.A07HS,"Lettuces (generic), PROCESS = Raw, no heat treatment",Yes,
04_076,"Maize, seeds, fresh, raw","Maïs, grains, frais, cru","4E(Maize, whole seeds, fresh, raw / Maïs, grains entiers, frais), CTA(23), IN17(A008), KEN18(001023), NG1012",Zea mays,A000T#F28.A07HS$F10.A166Y,"Maize grain, PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = Fresh",Yes,
04_109,"Maize, seeds, fresh, boiled* (as part of a recipe)","Maïs, grains, frais, bouilli* (ingrédient de recette)",calc. from / de 04_076,Zea mays,A000T#F28.A07GL$F10.A166Y,"Maize grain, PROCESS = Boiling, QUALITATIVE-INFO = Fresh",Yes,
04_108,"Maize, seeds, fresh, boiled* (without salt), drained","Maïs, grains, frais, bouilli* (sans sel), égoutté",calc. from / de 04_076,Zea mays,A000T#F28.A07GL$F10.A0CQE$F10.A166Y,"Maize grain, PROCESS = Boiling, QUALITATIVE-INFO = Without added salt, QUALITATIVE-INFO = Fresh",Yes,
04_085,"Mint, leaves, raw","Menthe, feuilles, crues","IN17(G016), US28(02065)",Mentha spp.,A00XZ#F28.A07HS,"Mints, PROCESS = Raw, no heat treatment",Yes,
04_011,"Moringa (drumstick), leaves, fresh, raw","Moringa (ben oléifère), feuilles, fraîches, crues","3B(Drumstick tree, fresh leaves / Neverday feuilles fraiches), 6B, 8B, 10E, BF1065, FAO(665), GH1059, IN17(C019), NG1187, UK7(13-236), US28(11222)",Moringa oleifera,A00KR#F01.A0E7V$F28.A07HS$F10.A166Y,"Leafy vegetables, SOURCE = Moringa (as plant), PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = Fresh",Yes,
04_101,"Moringa (drumstick), leaves, fresh, boiled* (as part of a recipe)","Moringa (ben oléifère), feuilles, fraîches, bouillies* (ingrédient de recette)",calc. from / de 04_011,Moringa oleifera,A00KR#F01.A0E7V$F28.A07GL$F10.A166Y,"Leafy vegetables, SOURCE = Moringa (as plant), PROCESS = Boiling, QUALITATIVE-INFO = Fresh",Yes,
04_033,"Moringa (drumstick), leaves, fresh, boiled* (without salt), drained","Moringa (ben oléifère), feuilles, fraîches, bouillies* (sans sel), égouttées",calc. from / de 04_011,Moringa oleifera,A00KR#F01.A0E7V$F28.A07GL$F10.A0CQE$F10.A166Y,"Leafy vegetables, SOURCE = Moringa (as plant), PROCESS = Boiling, QUALITATIVE-INFO = Without added salt, QUALITATIVE-INFO = Fresh",Yes,
04_074,"Native eggplant, fruit, raw","Aubergine indigène, fruit, cru","2P(131), 10E, FAO(150), IN17(D010; D011; D012; D013; D014)",Solanum macrocarpon,A0DMG#F28.A07HS,"Antroewas, PROCESS = Raw, no heat treatment",Yes,
04_104,"Native eggplant, fruit, boiled* (as part of a recipe)","Aubergine indigène, fruit, bouilli* (ingrédient de recette)",calc. from / de 04_074,Solanum macrocarpon,A0DMG#F28.A07GL,"Antroewas, PROCESS = Boiling",Yes,
04_103,"Native eggplant, fruit, boiled* (without salt), drained","Aubergine indigène, fruit, bouilli* (sans sel), égoutté",calc. from / de 04_074,Solanum macrocarpon,A0DMG#F28.A07GL$F10.A0CQE,"Antroewas, PROCESS = Boiling, QUALITATIVE-INFO = Without added salt",Yes,
04_004,"Okra, leaves, fresh, raw","Gombo, feuilles, fraîches, crues","5B(Okra, lady's finger / Gombo), BF1023, BF1073, CTA(220), IN17(average of all green leafy vegetables), NG1185, ve53BIO",Abelmoschus esculentus,A00KR#F01.A05CV$F28.A07HS$F10.A166Y,"Leafy vegetables, SOURCE = Okra (as plant), PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = Fresh",Yes,
04_110,"Okra, leaves, fresh, boiled* (as part of a recipe)","Gombo, feuilles, fraîches, bouillies* (ingrédient de recette)",calc. from / de 04_004,Abelmoschus esculentus,A00KR#F01.A05CV$F28.A07GL$F10.A166Y,"Leafy vegetables, SOURCE = Okra (as plant), PROCESS = Boiling, QUALITATIVE-INFO = Fresh",Yes,Powder making process missing
04_041,"Okra, leaves, fresh, boiled* (without salt), drained","Gombo, feuilles, fraîches, bouillies* (sans sel), égouttées",calc. from / de 04_004,Abelmoschus esculentus,A00KR#F01.A05CV$F28.A07GL$F10.A0CQE$F10.A166Y,"Leafy vegetables, SOURCE = Okra (as plant), PROCESS = Boiling, QUALITATIVE-INFO = Without added salt, QUALITATIVE-INFO = Fresh",Yes,
04_077,"Okra, fruit, dried","Gombo, fruit, séché","1M(379), 2E, 2P(139), 3B(Okra, dried / Gombo sec), 11E(Okra, dry / Gombo, sec), BF1023, BF1073, NG1181, 04_017",Abelmoschus esculentus,A00ZQ#F27.A00JF,"Dried vegetables, SOURCE-COMMODITIES = Okra",Yes,
04_017,"Okra, fruit, fresh, raw","Gombo, fruit, frais, cru","1G(VX), 1P(48), 2P(138), 3B(Okra, raw / Gombo frais), 11E(Okra, raw / Gombo, cru), 22N, BF1023, IN17(D056), SA10(4139), tu3AnFood",Abelmoschus esculentus,A00JF#F28.A07HS$F10.A166Y,"Okra, PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = Fresh",Yes,
04_111,"Okra, fruit, fresh, boiled* (as part of a recipe)","Gombo, fruit, frais, bouilli* (ingrédient de recette)",calc. from / de 04_017,Abelmoschus esculentus,A00JF#F28.A07GL$F10.A166Y,"Okra, PROCESS = Boiling, QUALITATIVE-INFO = Fresh",Yes,
04_042,"Okra, fruit, fresh, boiled* (without salt), drained","Gombo, fruit, frais, bouilli* (sans sel), égoutté",calc. from / de 04_017,Abelmoschus esculentus,A00JF#F28.A07GL$F10.A0CQE$F10.A166Y,"Okra, PROCESS = Boiling, QUALITATIVE-INFO = Without added salt, QUALITATIVE-INFO = Fresh",Yes,
04_044,"Onion, dried","Oignon, séché","UK7(13-590), US28(11284), 04_018",Allium cepa,A00ZQ#F27.A00HC,"Dried vegetables, SOURCE-COMMODITIES = Onions",Yes,Species is missing
04_018,"Onion, fresh, raw","Oignon, frais, cru","1E, 1G(BH), 1P(45), 2P(140; 146), 3P(12), 4E(Onion, bulb, ripe, raw / Oignon, bulbes mûrs, crus), 11E(Onion, bulb, ripe, raw / Oignon, bulbe, mûre, crue), 12B(390), 14E, 22N, CTA(183), IN17(G017; G018), MA1018, SA10(3755)",Allium cepa,A0DND#F28.A07HS,"Onion bulbs for fresh consumption, PROCESS = Raw, no heat treatment",Yes,
04_112,"Onion, fresh, boiled* (as part of a recipe)","Oignon, frais, bouilli* (ingrédient de recette)",calc. from / de 04_018,Allium cepa,A0DND#F28.A07GL,"Onion bulbs for fresh consumption, PROCESS = Boiling",Yes,
04_043,"Onion, fresh, boiled* (without salt), drained","Oignon, frais, bouilli* (sans sel), égoutté",calc. from / de 04_018,Allium cepa,A0DND#F28.A07GL$F10.A0CQE$F10.A166Y,"Onion bulbs for fresh consumption, PROCESS = Boiling, QUALITATIVE-INFO = Without added salt, QUALITATIVE-INFO = Fresh",Yes,
04_045,"Parsley, fresh, raw","Persil, frais, cru","3B(Parsley, fresh / Persil frais), 4E(Parsley/ Persil), AU14(13A11721; 13A11722), IN17(C028), SA10(3847)",Petroselinum crispum,A00YE#F28.A07HS$F10.A166Y,"Parsley, PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = Fresh",Yes,
04_049,"Pepper, sweet, green, fresh, raw","Poivron vert, frais, cru","1P(49), CTA(191), IN17(D033), MA1018, SA10(3733)",Capsicum annuum,A00JA#F28.A07HS$F10.A0F2Q$F10.A166Y,"Sweet peppers, PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = Green, QUALITATIVE-INFO = Fresh",Yes,
04_114,"Pepper, sweet, green, fresh, boiled* (as part of a recipe)","Poivron vert, frais, bouilli* (ingrédient de recette)",calc. from / de 04_049,Capsicum annuum,A00JA#F28.A07GL$F10.A0F2Q$F10.A166Y,"Sweet peppers, PROCESS = Boiling, QUALITATIVE-INFO = Green, QUALITATIVE-INFO = Fresh",Yes,
04_050,"Pepper, sweet, green, fresh, boiled* (without salt), drained","Poivron vert, frais, bouilli* (sans sel), égoutté",calc. from / de 04_049,Capsicum annuum,A00JA#F28.A07GL$F10.A0CQE$F10.A166Y$F10.A0F2Q,"Sweet peppers, PROCESS = Boiling, QUALITATIVE-INFO = Without added salt, QUALITATIVE-INFO = Fresh, QUALITATIVE-INFO = Green",Yes,
04_047,"Pepper, sweet, red, fresh, raw","Poivron rouge, frais, cru","2P(143), CTA(190), IN17(D034), MA1018, SA10(3734)",Capsicum annuum,A00JA#F28.A07HS$F10.A166Y$F10.A0F2S,"Sweet peppers, PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = Fresh, QUALITATIVE-INFO = Red",Yes,
04_113,"Pepper, sweet, red, fresh, boiled* (as part of a recipe)","Poivron rouge, frais, bouilli* (ingrédient de recette)",calc. from / de 04_047,Capsicum annuum,A00JA#F28.A07GL$F10.A166Y$F10.A0F2S,"Sweet peppers, PROCESS = Boiling, QUALITATIVE-INFO = Fresh, QUALITATIVE-INFO = Red",Yes,
04_048,"Pepper, sweet, red, fresh, boiled* (without salt), drained","Poivron rouge, frais, bouilli* (sans sel), égoutté",calc. from / de 04_047,Capsicum annuum,A00JA#F28.A07GL$F10.A0CQE$F10.A166Y$F10.A0F2S,"Sweet peppers, PROCESS = Boiling, QUALITATIVE-INFO = Without added salt, QUALITATIVE-INFO = Fresh, QUALITATIVE-INFO = Red",Yes,
04_046,"Pepper, chilli, fresh, raw","Piment, frais, cru","1G(BP), IN17(G008), SA10(3977), US28(11670)",Capsicum spp.,A00JB#F28.A07HS$F10.A166Y,"Chili peppers, PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = Fresh",Yes,
04_055,"Pumpkin, leaves, dried","Citrouille, feuilles, séchées","11E(Pumpkin/gourd, leaves, dried / Courge, feuilles sèches), FAO(760), 04_053",Cucurbita pepo,A00ZQ#F27.A16QL,"Dried vegetables, SOURCE-COMMODITIES = Pumpkin leaves",Yes,
04_053,"Pumpkin, leaves, fresh, raw","Citrouille, feuilles, fraîches, crues","11E(Pumpkin/gourd, leaves, raw / Courge, feuilles, crues), CTA(218), IN17(C030), NG1185, SA10(4204), SA1003",Cucurbita pepo/Curcurbita maxima,A16QL#F28.A07HS$F10.A166Y,"Pumpkin leaves, PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = Fresh",Yes,
04_116,"Pumpkin, leaves, fresh, boiled* (as part of a recipe)","Citrouille, feuilles, fraîches, bouillies* (ingrédient de recette)",calc. from / de 04_053,Cucurbita pepo/Curcurbita maxima,A16QL#F28.A07GL$F10.A166Y,"Pumpkin leaves, PROCESS = Boiling, QUALITATIVE-INFO = Fresh",Yes,
04_054,"Pumpkin, leaves, fresh, boiled* (without salt), drained","Citrouille, feuilles, fraîches, bouillies* (sans sel), égouttées",calc. from / de 04_053,Cucurbita pepo/Curcurbita maxima,A16QL#F28.A07GL$F10.A0CQE$F10.A166Y,"Pumpkin leaves, PROCESS = Boiling, QUALITATIVE-INFO = Without added salt, QUALITATIVE-INFO = Fresh",Yes,
04_051,"Pumpkin, squash, light orange flesh, raw","Courge, chair orange clair, crue","2P(145), 11E(Pumpkin/gourd (marrow), fruit, ripened, yellow-dark / Courge, fruit, mûr, jaune foncée), CTA(161), d11BIO, IN17(D077), MA1018",Cucurbita pepo,A00JS#F28.A07HS$F10.A0F5J,"Summer squashes, PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = Orange",No,
04_115,"Pumpkin, squash, light orange flesh, boiled* (as part of a recipe)","Courge, chair orange clair, bouillie* (ingrédient de recette)",calc. from / de 04_051,Cucurbita pepo,A00JS#F28.A07GL$F10.A0F5J,"Summer squashes, PROCESS = Boiling, QUALITATIVE-INFO = Orange",No,
04_052,"Pumpkin, squash, light orange flesh, boiled* (without salt), drained","Courge, chair orange clair, bouillie* (sans sel), égouttée",calc. from / de 04_051,Cucurbita pepo,A00JS#F28.A07GL$F10.A0CQE$F10.A0F5J,"Summer squashes, PROCESS = Boiling, QUALITATIVE-INFO = Without added salt, QUALITATIVE-INFO = Orange",No,
04_071,"Sicklepod, leaves, dried","Casse fétide, feuilles, séchées","3B(Cassefetide, leaves, powder / Cassefetide feuilles en poudre), BF1023, IN17(average of all green leafy vegetables), 04_084",Senna tora/Senna obtusifolia,A00ZQ#F01.A15PE$F27.A00KR,"Dried vegetables, SOURCE = Senna tora (L.) Roxb. (as plant), SOURCE-COMMODITIES = Leafy vegetables",Yes,
04_084,"Sicklepod, leaves, fresh, raw","Casse fétide, feuilles, fraîches, crues","1G(BU), 3B(Cassefetide, fresh leaves / Cassefetide feuilles fraiches), BF1023, IN17(average of all green leafy vegetables), 04_071",Senna tora/Senna obtusifolia,A00KR#F01.A15PE$F28.A07HS$F10.A166Y,"Leafy vegetables, SOURCE = Senna tora (L.) Roxb. (as plant), PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = Fresh",Yes,
04_094,"Sicklepod, leaves, fresh, boiled* (as part of a recipe)","Casse fétide, feuilles, fraîches, bouillies* (ingrédient de recette)",calc. from / de 04_084,Senna tora/Senna obtusifolia,A00KR#F01.A15PE$F28.A07GL$F10.A166Y,"Leafy vegetables, SOURCE = Senna tora (L.) Roxb. (as plant), PROCESS = Boiling, QUALITATIVE-INFO = Fresh",Yes,
04_093,"Sicklepod, leaves, fresh, boiled* (without salt), drained","Casse fétide, feuilles, fraîches, bouillies* (sans sel), égouttées",calc. from / de 04_084,Senna tora/Senna obtusifolia,A00KR#F01.A15PE$F28.A07GL$F10.A166Y$F10.A0CQE,"Leafy vegetables, SOURCE = Senna tora (L.) Roxb. (as plant), PROCESS = Boiling, QUALITATIVE-INFO = Fresh, QUALITATIVE-INFO = Without added salt",Yes,
04_072,"Spider plant, leaves, fresh, raw","Plante-araignée, feuilles, fraîches, crues","dp10BIO, IN17(average of all green leafy vegetables), KEN18(040029), SA10(4197), SA1003",Cleome gynandra,A00KR#F01.A144K$F28.A07HS$F10.A166Y,"Leafy vegetables, SOURCE = Cleome gynandra L. (as plant), PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = Fresh",Yes,
04_096,"Spider plant, leaves, fresh, boiled* (as part of a recipe)","Plante-araignée, feuilles, fraîches, bouillies* (ingrédient de recette)",calc. from / de 04_072,Cleome gynandra,A00KR#F01.A144K$F28.A07GL$F10.A166Y,"Leafy vegetables, SOURCE = Cleome gynandra L. (as plant), PROCESS = Boiling, QUALITATIVE-INFO = Fresh",Yes,
04_095,"Spider plant, leaves, fresh, boiled* (without salt), drained","Plante-araignée, feuilles, fraîches, bouillies* (sans sel), égouttées",calc. from / de 04_072,Cleome gynandra,A00KR#F01.A144K$F28.A07GL$F10.A166Y$F10.A0CQE,"Leafy vegetables, SOURCE = Cleome gynandra L. (as plant), PROCESS = Boiling, QUALITATIVE-INFO = Fresh, QUALITATIVE-INFO = Without added salt",Yes,
04_057,"Spinach, leaves, fresh, raw","Épinard, feuilles, fraîches, crues","AU14(13A11705), IN17(C033), SA10(4167)",Spinacia oleracea,A00MJ#F28.A07HS$F10.A166Y,"Spinaches, PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = Fresh",Yes,Species is missing
04_118,"Spinach, leaves, fresh, boiled* (as part of a recipe)","Épinard, feuilles, fraîches, bouillies* (ingrédient de recette)",calc. from / de 04_057,Spinacia oleracea,A00MJ#F28.A07GL$F10.A166Y,"Spinaches, PROCESS = Boiling, QUALITATIVE-INFO = Fresh",Yes,Species is missing
04_058,"Spinach, leaves, fresh, boiled* (without salt), drained","Épinard, feuilles, fraîches, bouillies* (sans sel), égouttées",calc. from / de 04_057,Spinacia oleracea,A00MJ#F28.A07GL$F10.A0CQE$F10.A166Y,"Spinaches, PROCESS = Boiling, QUALITATIVE-INFO = Without added salt, QUALITATIVE-INFO = Fresh",Yes,
04_059,"Sweet potato, leaves, fresh, raw","Patate douce, feuilles, fraîches, crues","11E(Sweet potato, leaves / Feuilles de patate), CTA(222), GH1067, GN2014, SA10(4208), US28(11505)",Ipomoea batatas,A00NX#F28.A07HS$F10.A166Y,"Sweet potato leaves, PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = Fresh",Yes,
04_121,"Sweet potato, leaves, fresh, boiled* (as part of a recipe)","Patate douce, feuilles, fraîches, bouillies* (ingrédient de recette)",calc. from / de 04_059,Ipomoea batatas,A00NX#F28.A07GL$F10.A166Y,"Sweet potato leaves, PROCESS = Boiling, QUALITATIVE-INFO = Fresh",Yes,
04_060,"Sweet potato, leaves, fresh, boiled* (without salt), drained","Patate douce, feuilles, fraîches, bouillies* (sans sel), égouttées",calc. from / de 04_059,Ipomoea batatas,A00NX#F28.A07GL$F10.A0CQE$F10.A166Y,"Sweet potato leaves, PROCESS = Boiling, QUALITATIVE-INFO = Without added salt, QUALITATIVE-INFO = Fresh",Yes,
04_062,"Tamarind, leaves, dried","Tamarin, feuilles, séchées","IN17(average of all green leafy vegetables), NRD, 04_019",Tamarindus indica,A00ZQ#F27.A019J,"Dried vegetables, SOURCE-COMMODITIES = Tamarind",Yes,
04_019,"Tamarind, leaves, fresh, raw","Tamarin, feuilles, fraîches, crues","3B(Tamarind, fresh leaves / Tamarin feuilles fraiches), 4E(Tamarind, leaves, raw / Tamarin, feuilles crues), 9B, IN17(C034), UK7(13-855)",Tamarindus indica,A00KR#F01.A064E$F28.A07HS$F10.A166Y,"Leafy vegetables, SOURCE = Tamarind (as plant), PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = Fresh",Yes,
04_122,"Tamarind, leaves, fresh, boiled* (as part of a recipe)","Tamarin, feuilles, fraîches, bouillies* (ingrédient de recette)",calc. from / de 04_019,Tamarindus indica,A00KR#F01.A064E$F28.A07GL$F10.A166Y,"Leafy vegetables, SOURCE = Tamarind (as plant), PROCESS = Boiling, QUALITATIVE-INFO = Fresh",Yes,
04_061,"Tamarind, leaves, fresh, boiled* (without salt), drained","Tamarin, feuilles, fraîches, bouillies* (sans sel), égouttées",calc. from / de 04_019,Tamarindus indica,A00KR#F01.A064E$F28.A07GL$F10.A0CQE$F10.A166Y,"Leafy vegetables, SOURCE = Tamarind (as plant), PROCESS = Boiling, QUALITATIVE-INFO = Without added salt, QUALITATIVE-INFO = Fresh",Yes,
04_020,"Taro, leaves, fresh, raw","Taro, feuilles, fraîches, crues","4E(Taro, leaves, raw / Taro, feuilles crues), BF1071, IN17(C018), Ri1996, SA10(4088), US28(11520), ve27BIO, ve56BIO",Colocasia esculenta,A00NV#F28.A07HS$F10.A166Y,"Taro leaves, PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = Fresh",Yes,
04_123,"Taro, leaves, fresh, boiled* (as part of a recipe)","Taro, feuilles, fraîches, bouillies* (ingrédient de recette)",calc. from / de 04_020,Colocasia esculenta,A00NV#F28.A07GL$F10.A166Y,"Taro leaves, PROCESS = Boiling, QUALITATIVE-INFO = Fresh",Yes,
04_063,"Taro, leaves, fresh, boiled* (without salt), drained","Taro, feuilles, fraîches, bouillies* (sans sel), égouttées",calc. from / de 04_020,Colocasia esculenta,A00NV#F28.A07GL$F10.A166Y$F10.A0CQE,"Taro leaves, PROCESS = Boiling, QUALITATIVE-INFO = Fresh, QUALITATIVE-INFO = Without added salt",Yes,
04_083,"Thyme, dried","Thym, séché",US28(02042; 02049),Brassica nigra,A017Q,"Thyme, dry",Yes,
04_065,"Tomato, canned, packed in juice","Tomate, en conserve avec jus","DK2(596), UK7(13-530), US28(11531)",,A00ZC#F28.A0BYP$F06.A169N$F10.A0F2S,"Preserved tomato, whole or pieces, PROCESS = Canning / jarring, SURROUNDING-MEDIUM = In own juice, QUALITATIVE-INFO = Red",Yes,
04_066,"Tomato, paste, concentrated, without salt","Concentré de tomate, sans sel","AU14(13A11743), MA1000, SA10(3974), US28(11546)",,A00ZF#F10.A0CQE,"Tomato paste, QUALITATIVE-INFO = Without added salt",Yes,
04_067,"Tomato, powder","Tomate, en poudre",US28(11548),,A04MB#F28.A07LA$F28.A07KG,"Processed tomato products, PROCESS = Grinding / milling / crushing, PROCESS = Drying (dehydration)",No,Flesh-related color missing. It was added as qualitative info
04_021,"Tomato, red, ripe, raw","Tomate, rouge, mûre, crue","1E, 1G(VT; BG), 1P(46), 2P(149), 3B(Tomato, ripe, fresh / Tomate fraiche mûre), 3P(11), 4E(Tomato, ripe, raw / Tomate, mûre entière), 11E(Tomato, raw, ripened, whole / Tomate, crue, mûre, entière), 12B(373), 22N, CTA(201), GH1078, IN17(D076), SGS",Solanum lycopersicum,A0DMX#F28.A07HS$F10.A0F2S$F10.A07XL,"Tomatoes, PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = Red, QUALITATIVE-INFO = Ripe / mature",Yes,
04_124,"Tomato, red, ripe, boiled* (as part of a recipe)","Tomate, rouge, mûre, bouillie* (ingrédient de recette)",calc. from / de 04_021,Solanum lycopersicum,A0DMX#F28.A07GL$F10.A0F2S$F10.A07XL,"Tomatoes, PROCESS = Boiling, QUALITATIVE-INFO = Red, QUALITATIVE-INFO = Ripe / mature",Yes,
04_064,"Tomato, red, ripe, boiled* (without salt), drained","Tomate, rouge, mûre, bouillie* (sans sel), égouttée",calc. from / de 04_021,Solanum lycopersicum,A0DMX#F28.A07GL$F10.A0CQE$F10.A0F2S$F10.A07XL,"Tomatoes, PROCESS = Boiling, QUALITATIVE-INFO = Without added salt, QUALITATIVE-INFO = Red, QUALITATIVE-INFO = Ripe / mature",Yes,
04_068,"Turnip, raw","Navet, cru","2B(20064), 3B(Turnip, peeled, raw / Navet, pelé, cru), 5B(Turnip / Navet), SEF(390), US28(11564)",Brassica rapa,A00RE#F28.A07HS,"Turnips, PROCESS = Raw, no heat treatment",Yes,
04_125,"Turnip, boiled* (as part of a recipe)","Navet, bouilli* (ingrédient de recette)",calc. from / de 04_068,Brassica rapa,A00RE#F28.A07GL,"Turnips, PROCESS = Boiling",Yes,
04_069,"Turnip, boiled* (without salt), drained","Navet, bouilli* (sans sel), égoutté",calc. from / de 04_068,Brassica rapa,A00RE#F28.A07GL$F10.A0CQE,"Turnips, PROCESS = Boiling, QUALITATIVE-INFO = Without added salt",Yes,
04_022,"Vernonia, leaves, bitter, fresh, raw","Vernonie, feuilles, amères, fraîches, crues","1E, 10E, BF1023, BF1011, E2007, IN17(average of all green leafy vegetables), NG1018, NG1020, NG1160, NG1219, ph108, SA1003, ve8BIO, ve56BIO",Gymnanthemum amygdalinum,A00KR#F28.A07HS$F10.A166Y$F10.A0CQP$F26.A07XE,"Leafy vegetables, PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = Fresh, QUALITATIVE-INFO = Bitter, GENERIC-TERM = Other",Yes,
04_126,"Vernonia, leaves, bitter, fresh, boiled* (as part of a recipe)","Vernonie, feuilles, amères, fraîches, bouillies* (ingrédient de recette)",calc. from / de 04_022,Gymnanthemum amygdalinum,A0DKB#F28.A07GL$F10.A166Y,"Leafy vegetables, PROCESS = Boiling, QUALITATIVE-INFO = Fresh, QUALITATIVE-INFO = Bitter, GENERIC-TERM = Other",Yes,
04_070,"Vernonia, leaves, bitter, fresh, boiled* (without salt), drained","Vernonie, feuilles, amères, fraîches, bouillies* (sans sel), égouttées",calc. from / de 04_022,Gymnanthemum amygdalinum,A00KR#F28.A07GL$F10.A166Y$F10.A0CQP$F10.A0CQE$F26.A07XE,"Leafy vegetables, PROCESS = Boiling, QUALITATIVE-INFO = Fresh, QUALITATIVE-INFO = Bitter, QUALITATIVE-INFO = Without added salt, GENERIC-TERM = Other",Yes,
04_079,"Vernonia, leaves, sweet, fresh, raw","Vernonie, feuilles, douces, fraîches, crues","E2007, IN17(average of all green leafy vegetables), NG1160",Baccharoides calvoana subsp. calvoana,A00KR#F28.A07HS$F10.A166Y$F10.A0CQM$F26.A07XE,"Leafy vegetables, PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = Fresh, QUALITATIVE-INFO = Sweet / mild, GENERIC-TERM = Other",Yes,
04_128,"Vernonia, leaves, sweet, fresh, boiled* (as part of a recipe)","Vernonie, feuilles, douces, fraîches, bouillies* (ingrédient de recette)",calc. from / de 04_079,Baccharoides calvoana subsp. calvoana,A00KR#F28.A07GL$F10.A166Y$F10.A0CQM$F26.A07XE,"Leafy vegetables, PROCESS = Boiling, QUALITATIVE-INFO = Fresh, QUALITATIVE-INFO = Sweet / mild, GENERIC-TERM = Other",Yes,
04_127,"Vernonia, leaves, sweet, fresh, boiled* (without salt), drained","Vernonie, feuilles, douces, fraîches, bouillies* (sans sel), égouttées",calc. from / de 04_079,Baccharoides calvoana subsp. calvoana,A00KR#F28.A07GL$F10.A166Y$F10.A0CQE$F10.A0CQM$F26.A07XE,"Leafy vegetables, PROCESS = Boiling, QUALITATIVE-INFO = Fresh, QUALITATIVE-INFO = Without added salt, QUALITATIVE-INFO = Sweet / mild, GENERIC-TERM = Other",Yes,
